"","slope","season","species","range_min","range_max","range_mean","range_sd","temp_mean","temp_sd"
"Sialia mexicana6","California_Sierra_Nevada","summer","Sialia mexicana",0,3600,999.432379809888,872.480663663695,19.3913888885709,4.46529892767684
"Sitta canadensis5","California_Sierra_Nevada","summer","Sitta canadensis",800,3400,2082.55852268121,604.0168049659,13.8174615370684,3.5594556527025
"Sitta carolinensis6","California_Sierra_Nevada","summer","Sitta carolinensis",0,3600,1243.91525054728,1073.86242444435,18.0042535699683,5.6830371868332
"Sitta pygmaea3","California_Sierra_Nevada","summer","Sitta pygmaea",600,3400,1964.13720638945,842.080852315112,14.4480628390763,4.6310481147986
"Sphyrapicus ruber3","California_Sierra_Nevada","summer","Sphyrapicus ruber",800,3400,2026.40057591907,543.487062503076,14.2050785079839,3.21850858309339
"Sphyrapicus thyroideus3","California_Sierra_Nevada","summer","Sphyrapicus thyroideus",1600,3600,2697.34666931439,476.43440654613,10.0738741518419,2.70757207044429
"Spinus lawrencei","California_Sierra_Nevada","summer","Spinus lawrencei",0,2800,1219.62066790632,720.845203724452,18.4498600563699,3.62504163821748
"Spinus pinus7","California_Sierra_Nevada","summer","Spinus pinus",800,3400,2455.79822238563,656.680435543778,11.4391275059121,3.78084254054148
"Spinus psaltria12","California_Sierra_Nevada","summer","Spinus psaltria",0,2600,871.477441142573,591.910367984098,20.0685815689987,2.95888954556041
"Spinus tristis5","California_Sierra_Nevada","summer","Spinus tristis",0,2600,609.343697261087,948.612353813165,21.4972796312621,4.99506247942186
"Spizella passerina8","California_Sierra_Nevada","summer","Spizella passerina",800,3400,2089.20829140901,648.131347035402,13.7271624985653,3.81310067659445
"Stelgidopteryx serripennis10","California_Sierra_Nevada","summer","Stelgidopteryx serripennis",0,1800,619.160363460185,737.366527722717,21.4801922941492,3.75922081162278
"Sturnella neglecta5","California_Sierra_Nevada","summer","Sturnella neglecta",0,600,263.837835600353,256.722057269516,23.0695199590807,1.50608441970333
"Tachycineta thalassina5","California_Sierra_Nevada","summer","Tachycineta thalassina",0,3400,1254.20111986736,1014.46191799381,18.0482839408109,5.38957620921503
"Thryomanes bewickii6","California_Sierra_Nevada","summer","Thryomanes bewickii",0,2200,814.518979258804,554.107079991718,20.3596652022027,2.77667125862987
"Toxostoma redivivum","California_Sierra_Nevada","summer","Toxostoma redivivum",0,1600,780.566997133656,441.99186719766,20.5293452861468,2.18051036010463
"Troglodytes aedon17","California_Sierra_Nevada","summer","Troglodytes aedon",0,3400,1485.25786738593,929.745575476916,16.8858303512347,4.96018682742714
"Troglodytes pacificus4","California_Sierra_Nevada","summer","Troglodytes pacificus",800,3200,1760.5039747116,546.933572386209,15.7242857776286,3.0835179910328
"Turdus migratorius9","California_Sierra_Nevada","summer","Turdus migratorius",0,3800,1957.06996206842,913.199754918226,14.4046998130993,5.01379941797225
"Tyrannus verticalis5","California_Sierra_Nevada","summer","Tyrannus verticalis",0,1200,379.366371211662,683.805217441008,22.5591927527015,3.65817627611098
"Vireo cassinii4","California_Sierra_Nevada","summer","Vireo cassinii",800,3200,1664.08654763528,522.819716673008,16.2508537948443,2.93943060095753
"Vireo gilvus6","California_Sierra_Nevada","summer","Vireo gilvus",1000,3400,1914.68230425252,620.216882793347,14.8473629328955,3.63760921800603
"Vireo huttoni5","California_Sierra_Nevada","summer","Vireo huttoni",200,2600,1029.0877382359,493.58256976618,19.2836014101553,2.39520275342272
"Zonotrichia leucophrys4","California_Sierra_Nevada","summer","Zonotrichia leucophrys",800,3800,3072.75356248684,638.045854253639,8.3667997633741,3.03210794804387
"Accipiter nisus4","S_Nevada","summer","Accipiter nisus",200,2200,1209.00350916224,537.666816606165,18.6420387177702,2.95991427466266
"Aegithalos caudatus4","S_Nevada","summer","Aegithalos caudatus",400,2200,1420.80042769496,504.106581247961,17.4861867527696,2.76166281155096
"Alectoris rufa1","S_Nevada","summer","Alectoris rufa",200,2600,1502.75056983832,722.786964871664,16.9808473836413,3.9894039445004
"Apus pallidus1","S_Nevada","summer","Apus pallidus",200,3200,1584.44979519752,1011.7806195743,16.3836340039064,5.72338663439138
"Aquila chrysaetos8","S_Nevada","summer","Aquila chrysaetos",400,2000,1438.03614285092,423.600318215952,17.3985241338418,2.28945276011663
"Aquila fasciata","S_Nevada","summer","Aquila fasciata",200,2000,1211.88712870372,513.710125834177,18.6621047155992,2.78822733815315
"Burhinus oedicnemus","S_Nevada","summer","Burhinus oedicnemus",200,1000,436.921522270181,203.61683253746,22.6870759233468,1.04146394969727
"Buteo buteo4","S_Nevada","summer","Buteo buteo",200,2200,1254.67943511099,796.173718682896,18.3352220936763,4.33230260524953
"Calandrella brachydactyla","S_Nevada","summer","Calandrella brachydactyla",400,1200,815.739412408696,257.427330822178,20.7868217745419,1.30264198833762
"Caprimulgus ruficollis","S_Nevada","summer","Caprimulgus ruficollis",200,1200,734.536684431243,240.257196909211,21.2083531331043,1.18830388838809
"Carduelis carduelis5","S_Nevada","summer","Carduelis carduelis",200,2400,1136.01342346516,629.500836759778,19.0146578101345,3.42796794449306
"Cecropis daurica","S_Nevada","summer","Cecropis daurica",200,2000,781.252980424833,497.713950951901,20.9010571642775,2.62432217340829
"Certhia brachydactyla4","S_Nevada","summer","Certhia brachydactyla",400,2200,1474.60214228309,527.664550326976,17.1848616655698,2.88609090766461
"Cettia cetti3","S_Nevada","summer","Cettia cetti",400,1400,761.735762239453,286.524109405801,21.0678047740822,1.46838438452687
"Chloris chloris4","S_Nevada","summer","Chloris chloris",200,1800,790.894507643759,388.937545045033,20.8886066974292,2.03211359779594
"Circaetus gallicus4","S_Nevada","summer","Circaetus gallicus",200,2200,1344.31251249511,557.312740438227,17.8909672616219,3.02693982773444
"Cisticola juncidis2","S_Nevada","summer","Cisticola juncidis",200,1200,513.915006152513,302.552696592369,22.3270309779792,1.52101934471399
"Coccothraustes coccothraustes1","S_Nevada","summer","Coccothraustes coccothraustes",600,2200,1204.152499885,559.822263849071,18.6994783425276,3.08634220337117
"Columba palumbus4","S_Nevada","summer","Columba palumbus",200,3200,1361.74192934399,825.605254064964,17.69706016431,4.65676056645913
"Coracias garrulus1","S_Nevada","summer","Coracias garrulus",200,1200,582.398656967203,354.603304075605,21.9388100590136,1.78280192649363
"Corvus corax13","S_Nevada","summer","Corvus corax",200,2200,1327.70256095659,533.009978140464,17.9729322260534,2.87645636975013
"Cuculus canorus4","S_Nevada","summer","Cuculus canorus",1000,2400,1775.97825168475,383.54745892668,15.5345110708557,2.1316860217996
"Curruca conspicillata","S_Nevada","summer","Curruca conspicillata",1000,2400,1983.42476411124,413.059883342941,14.372356670268,2.30757367268355
"Curruca hortensis","S_Nevada","summer","Curruca hortensis",400,2200,1464.32278318622,518.624427400062,17.2401355649793,2.84441453504483
"Curruca iberiae1","S_Nevada","summer","Curruca iberiae",1000,2200,1657.56523896336,427.731284331056,16.2005870881425,2.33968578952375
"Curruca melanocephala1","S_Nevada","summer","Curruca melanocephala",200,2200,919.700980142137,537.873380709676,20.1866096240748,2.85922904470877
"Cyanistes caeruleus4","S_Nevada","summer","Cyanistes caeruleus",400,2800,1710.28871698177,719.513529352461,15.7875805912444,4.13985608189997
"Cyanopica cooki","S_Nevada","summer","Cyanopica cooki",400,1600,865.337300730146,428.914354351472,20.4894297749907,2.290368260412
"Dendrocopos major4","S_Nevada","summer","Dendrocopos major",400,2200,1387.96095880236,498.697319024662,17.6704907653818,2.72643542420262
"Emberiza calandra1","S_Nevada","summer","Emberiza calandra",200,2000,1185.14555833863,479.902124194217,18.7702434926999,2.57648075122998
"Emberiza cia3","S_Nevada","summer","Emberiza cia",1000,2600,1827.19953511228,466.212848350938,15.2369782517308,2.60870932438267
"Emberiza cirlus2","S_Nevada","summer","Emberiza cirlus",400,2000,1449.14307840466,406.177954002819,17.3461951214822,2.20886752046859
"Erithacus rubecula4","S_Nevada","summer","Erithacus rubecula",600,2800,1764.70681244211,686.994047699884,15.4902794011197,3.96932375896455
"Estrilda astrild2","S_Nevada","summer","Estrilda astrild",400,1000,639.35849819757,176.204636428406,21.6825869172875,0.818959966243962
"Falco peregrinus14","S_Nevada","summer","Falco peregrinus",400,1600,1214.46047425139,416.400346615258,18.6140440088289,2.28077411033677
"Falco tinnunculus4","S_Nevada","summer","Falco tinnunculus",200,3200,1821.71317899102,997.537703970998,15.0485596323942,5.69016100835568
"Fringilla coelebs4","S_Nevada","summer","Fringilla coelebs",400,2600,1520.22626285993,548.732090591888,16.9236025850381,3.0301684287337
"Galerida cristata1","S_Nevada","summer","Galerida cristata",200,2000,964.881007579611,564.6314273929,19.9467555376972,3.00997928534637
"Galerida theklae","S_Nevada","summer","Galerida theklae",200,2200,745.625956527785,712.183351338849,21.0538995718168,3.79360857726177
"Garrulus glandarius4","S_Nevada","summer","Garrulus glandarius",600,2600,1662.11692512953,467.945378814859,16.1539885643243,2.61628347421269
"Gyps fulvus4","S_Nevada","summer","Gyps fulvus",1000,3200,2366.34283436158,787.01785618041,11.8904251158435,4.67274318633927
"Hieraaetus pennatus3","S_Nevada","summer","Hieraaetus pennatus",400,3200,1620.85481417384,718.253821945984,16.3146045573687,4.11308979395108
"Hippolais polyglotta3","S_Nevada","summer","Hippolais polyglotta",200,2400,1452.82565601772,595.470245836619,17.292380684578,3.24332109287644
"Iduna opaca","S_Nevada","summer","Iduna opaca",200,600,387.57821045723,149.94785062999,22.9327672644042,0.817154124879373
"Lanius meridionalis","S_Nevada","summer","Lanius meridionalis",200,2000,1099.92829846174,724.736360636985,19.1789870596268,3.84565045655595
"Lanius senator1","S_Nevada","summer","Lanius senator",200,1800,836.852497170638,536.673573367894,20.597005914143,2.8296398900744
"Linaria cannabina4","S_Nevada","summer","Linaria cannabina",400,3200,2248.22957872115,760.195036784407,12.6466129598291,4.47158194003843
"Lophophanes cristatus4","S_Nevada","summer","Lophophanes cristatus",600,2400,1617.24161567844,487.266634287475,16.409273037164,2.69187607462869
"Loxia curvirostra11","S_Nevada","summer","Loxia curvirostra",400,2400,1567.3737805507,587.164216924031,16.6612656093793,3.22409505820684
"Lullula arborea1","S_Nevada","summer","Lullula arborea",1000,2400,1833.52548000919,422.497972796115,15.2051840167195,2.34998345003264
"Luscinia megarhynchos3","S_Nevada","summer","Luscinia megarhynchos",200,1800,892.578688141002,413.879417102411,20.35253454813,2.18892030445067
"Melanocorypha calandra","S_Nevada","summer","Melanocorypha calandra",400,1200,907.390588080544,285.311306005378,20.3168705705824,1.47297369941819
"Merops apiaster2","S_Nevada","summer","Merops apiaster",200,2000,837.703908060453,483.447373206319,20.615925734388,2.55012060341725
"Milvus migrans4","S_Nevada","summer","Milvus migrans",400,1400,732.700357044674,350.777056748862,21.1890054245452,1.83890844200695
"Monticola solitarius","S_Nevada","summer","Monticola solitarius",200,2200,1306.48536085804,541.009157794878,18.0875294414735,2.96370282557449
"Muscicapa striata4","S_Nevada","summer","Muscicapa striata",200,2400,1031.11054995637,620.14428985979,19.5675100668449,3.3540351493736
"Oenanthe hispanica","S_Nevada","summer","Oenanthe hispanica",800,2800,2368.58732057937,1031.39750508441,11.9115347627322,6.04525033105977
"Oenanthe leucura","S_Nevada","summer","Oenanthe leucura",200,2600,1095.7845088094,953.697809706676,19.1248888842139,5.23831231881362
"Oenanthe oenanthe4","S_Nevada","summer","Oenanthe oenanthe",1800,3200,2645.34999879751,431.867313197786,10.2928729829983,2.68729983913649
"Oriolus oriolus3","S_Nevada","summer","Oriolus oriolus",200,2000,1106.51233353931,457.965838165935,19.1978512604776,2.45997649059745
"Otus scops1","S_Nevada","summer","Otus scops",400,2000,1185.52955190586,484.620624401361,18.7812516678099,2.61297814079134
"Parus major4","S_Nevada","summer","Parus major",200,2400,1279.00934612613,563.635451400301,18.2543060638902,3.06966103716813
"Passer montanus2","S_Nevada","summer","Passer montanus",200,2000,916.747593786306,645.144798049295,20.2095463343596,3.44236077960273
"Periparus ater4","S_Nevada","summer","Periparus ater",600,2800,1908.65311153675,591.179688206603,14.7075327120637,3.41476196155869
"Petronia petronia1","S_Nevada","summer","Petronia petronia",200,3200,1994.36190197458,877.842790585638,14.1390107140852,5.07193893106961
"Phoenicurus ochruros4","S_Nevada","summer","Phoenicurus ochruros",1000,3200,2366.99296748053,619.110438052415,11.9792967511683,3.74167658339556
"Phylloscopus bonelli3","S_Nevada","summer","Phylloscopus bonelli",400,2200,1597.19036659186,425.761767748983,16.5270459660998,2.32436125473247
"Picus sharpei3","S_Nevada","summer","Picus sharpei",200,2200,1396.59429590245,584.431041403406,17.5908360930986,3.16846683957867
"Ptyonoprogne rupestris4","S_Nevada","summer","Ptyonoprogne rupestris",600,3200,2177.5401880134,828.519844062004,13.0259006984307,4.87945111896213
"Pyrrhocorax pyrrhocorax3","S_Nevada","summer","Pyrrhocorax pyrrhocorax",800,3200,2284.06817278521,811.211901360952,12.3968079955898,4.81457060200797
"Regulus ignicapilla4","S_Nevada","summer","Regulus ignicapilla",600,2400,1660.0412881924,492.197393913208,16.1674687950203,2.72103747023877
"Saxicola rubicola3","S_Nevada","summer","Saxicola rubicola",400,2800,2066.32405880103,671.824367823203,13.7705633951905,3.90714008551586
"Serinus serinus4","S_Nevada","summer","Serinus serinus",200,3200,1455.49169226605,769.47513306027,17.2309870710414,4.28232788841864
"Sitta europaea4","S_Nevada","summer","Sitta europaea",800,2200,1678.1426769687,429.258385097907,16.0655568194794,2.38271003982426
"Streptopelia turtur","S_Nevada","summer","Streptopelia turtur",200,2200,824.936741454534,476.106343640945,20.6796772344549,2.53775311499007
"Sturnus unicolor1","S_Nevada","summer","Sturnus unicolor",200,2400,840.017307177243,509.041967348909,20.608136961196,2.71601061828986
"Sylvia atricapilla4","S_Nevada","summer","Sylvia atricapilla",200,2200,1315.7947449792,532.186394379085,18.0619852859808,2.91004483068459
"Troglodytes troglodytes4","S_Nevada","summer","Troglodytes troglodytes",400,2600,1568.40081915913,692.016406973438,16.6198163029974,3.8422253038539
"Turdus merula5","S_Nevada","summer","Turdus merula",200,2400,1194.4124917793,568.94539048227,18.7070807273934,3.07991943110478
"Turdus viscivorus4","S_Nevada","summer","Turdus viscivorus",600,2400,1698.92561742992,500.359725914868,15.9502773592581,2.77264345661352
"Upupa epops4","S_Nevada","summer","Upupa epops",200,2200,867.85798529284,611.168855622116,20.4314984818422,3.25272374133263
"Accipiter badius","Southern_Ghats_East","summer","Accipiter badius",0,2200,637.533917414047,626.638195890936,26.222061418386,4.65049173778256
"Acridotheres fuscus","Southern_Ghats_East","summer","Acridotheres fuscus",400,2400,1634.07033446337,583.713012423599,19.1307845939784,3.81912546051013
"Aegithina tiphia","Southern_Ghats_East","summer","Aegithina tiphia",200,1600,762.472628035974,363.188015923554,25.0947524073903,2.73569603748833
"Aerodramus unicolor","Southern_Ghats_East","summer","Aerodramus unicolor",400,2400,1314.49095686855,581.200281528524,21.25964445846,3.90124266149495
"Alcippe poioicephala","Southern_Ghats_East","summer","Alcippe poioicephala",600,2200,1268.10710870218,462.101645154069,21.6218479596038,3.11593127725791
"Anthus rufulus","Southern_Ghats_East","summer","Anthus rufulus",0,2000,575.264580199468,763.041799296519,26.8100925614728,5.51786276728394
"Argya affinis","Southern_Ghats_East","summer","Argya affinis",0,1400,445.682402746624,420.818851215409,27.6034851535968,3.21645020040194
"Argya malcolmi","Southern_Ghats_East","summer","Argya malcolmi",0,600,335.751612997402,188.673380520896,28.6185633786194,1.61201342472874
"Argya striata","Southern_Ghats_East","summer","Argya striata",200,2200,1081.90341903382,440.75166962243,22.7353863588458,2.99028245202821
"Argya subrufa","Southern_Ghats_East","summer","Argya subrufa",600,2000,1339.39408596718,338.86767262431,21.0956356897476,2.21994803838939
"Artamus fuscus","Southern_Ghats_East","summer","Artamus fuscus",0,1800,819.029808897929,426.916491928947,24.6080325494199,3.28014804828432
